country_name_whr,year,happiness_score,country_iso3,social_spending_pct_gdp,country_name,gdp_per_capita_ppp_constant_2021_intl_dollars,gini_index,unemployment_rate_pct,civic_engagement_score,health_score,housing_score,job_security_score,safety_score,work_life_balance_score
Congo,2016,4.291,COG,,"Congo, Rep.",8001.8255194505,,20.298,,,,,,
Congo,2017,4.559,COG,,"Congo, Rep.",7372.77046737599,,20.737,,,,,,
Congo,2018,4.812,COG,,"Congo, Rep.",7029.33651566257,,20.84,,,,,,
Congo,2019,5.1943998336792,COG,,"Congo, Rep.",6939.36913397466,,20.494,,,,,,
Congo,2020,5.342,COG,,"Congo, Rep.",6350.50913409722,,22.286,,,,,,
Congo,2021,5.075,COG,,"Congo, Rep.",6263.21161292636,,21.998,,,,,,
Congo,2022,5.267,COG,,"Congo, Rep.",6205.1050414034,,20.131,,,,,,
Congo,2023,5.221,COG,,"Congo, Rep.",6172.28776650683,,19.919,,,,,,
Costa Rica,2015,7.087,CRI,0.254,Costa Rica,21254.7840932049,48.4,8.415,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2016,7.079,CRI,0.276,Costa Rica,21925.6000803999,48.7,8.085,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2017,7.072,CRI,0.438,Costa Rica,22622.5534502517,48.3,7.729,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2018,7.167,CRI,0.458,Costa Rica,23005.3121471794,48.0,9.01,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2019,7.12139987945557,CRI,0.468,Costa Rica,23364.783127574,48.2,10.807,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2020,7.069,CRI,0.537,Costa Rica,22211.8613921698,49.2,16.432,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2021,6.582,CRI,0.596,Costa Rica,23852.9253020002,48.7,15.139,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2022,6.609,CRI,0.578,Costa Rica,24831.7193480342,47.2,11.325,1.8,80.5,17.0,,47.0,22.0
Costa Rica,2023,6.955,CRI,,Costa Rica,25979.6286150717,46.7,8.325,1.8,80.5,17.0,,47.0,22.0
Côte d’Ivoire,2015,3.916,CIV,,Cote d'Ivoire,5110.86240809881,41.5,2.573,,,,,,
Côte d’Ivoire,2016,4.18,CIV,,Cote d'Ivoire,5320.84646239855,,1.896,,,,,,
Côte d’Ivoire,2017,4.671,CIV,,Cote d'Ivoire,5556.11366322898,,3.272,,,,,,
Côte d’Ivoire,2018,4.944,CIV,,Cote d'Ivoire,5670.20005356688,37.2,2.852,,,,,,
Côte d’Ivoire,2019,5.23330020904541,CIV,,Cote d'Ivoire,5894.87874674153,,2.401,,,,,,
Côte d’Ivoire,2020,5.306,CIV,,Cote d'Ivoire,5787.81533309018,,2.588,,,,,,
Côte d’Ivoire,2021,5.235,CIV,,Cote d'Ivoire,6045.20480490879,35.3,2.623,,,,,,
Côte d’Ivoire,2022,5.053,CIV,,Cote d'Ivoire,6272.26395759415,,2.31,,,,,,
Côte d’Ivoire,2023,5.08,CIV,,Cote d'Ivoire,6520.89886460031,,2.263,,,,,,
Croatia,2015,5.488,HRV,,Croatia,29466.6996894141,31.1,16.15,,,,,,
Croatia,2016,5.293,HRV,,Croatia,30821.1637498177,30.9,13.015,,,,,,
Croatia,2017,5.321,HRV,,Croatia,32348.9341876482,30.4,11.078,,,,,,
Croatia,2018,5.432,HRV,,Croatia,33729.9071211239,29.7,8.322,,,,,,
Croatia,2019,5.50470018386841,HRV,,Croatia,35122.8508251139,28.9,6.551,,,,,,
Croatia,2020,5.882,HRV,0.664,Croatia,32493.3121954167,29.5,7.389,,,,,,
Croatia,2021,6.125,HRV,0.733,Croatia,36930.2841941405,28.9,7.483,,,,,,
Croatia,2022,6.125,HRV,,Croatia,39864.0100879958,30.0,6.811,,,,,,
Croatia,2023,5.942,HRV,,Croatia,41320.2032633085,30.1,6.121,,,,,,
Cyprus,2015,5.546,CYP,,Cyprus,37258.65234375,34.0,15.026,,,,,,
Cyprus,2016,5.621,CYP,,Cyprus,39501.015625,32.9,13.006,,,,,,
Cyprus,2017,5.762,CYP,,Cyprus,41418.16015625,31.4,11.155,,,,,,
Cyprus,2018,6.046,CYP,,Cyprus,43510.2109375,32.7,8.504,,,,,,
Cyprus,2019,6.15899991989136,CYP,,Cyprus,45454.36328125,31.2,7.155,,,,,,
Cyprus,2020,6.223,CYP,,Cyprus,43402.5390625,31.7,7.755,,,,,,
Cyprus,2021,6.221,CYP,,Cyprus,47632.76953125,31.3,7.513,,,,,,
Cyprus,2022,6.13,CYP,,Cyprus,50623.796875,31.5,6.806,,,,,,
Cyprus,2023,6.068,CYP,,Cyprus,51453.7265625,31.8,5.835,,,,,,
Czechia,2015,6.596,CZE,0.212,Czechia,42066.5759800801,25.9,5.048,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2016,6.609,CZE,0.225,Czechia,43069.4659744727,25.4,3.952,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2017,6.711,CZE,0.255,Czechia,45177.5226053634,24.9,2.893,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2018,6.852,CZE,0.277,Czechia,46301.082036029,25.0,2.246,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2019,6.9109001159668,CZE,0.292,Czechia,47763.6165520254,25.3,2.015,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2020,6.965,CZE,0.332,Czechia,45119.9387309139,26.2,2.55,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2021,6.92,CZE,0.353,Czechia,47796.0337408466,26.2,2.803,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2022,6.845,CZE,,Czechia,48390.661678675,25.9,2.224,1.6,79.3,23.4,2.3,77.0,4.5
Czechia,2023,6.822,CZE,,Czechia,47558.4106763314,25.7,2.579,1.6,79.3,23.4,2.3,77.0,4.5
Denmark,2015,7.526,DNK,2.045,Denmark,62405.7161942122,28.2,6.278,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2016,7.522,DNK,1.818,Denmark,63823.4502019665,28.2,5.989,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2017,7.555,DNK,1.7,Denmark,65352.3988081353,28.7,5.833,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2018,7.6,DNK,1.524,Denmark,66238.705427981,28.2,5.131,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2019,7.64559984207153,DNK,1.485,Denmark,67131.4657009734,27.7,5.018,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2020,7.62,DNK,1.762,Denmark,65744.4367251959,27.5,5.644,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2021,7.636,DNK,1.488,Denmark,69715.1809680929,28.3,5.065,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2022,7.586,DNK,,Denmark,69475.3198650883,29.3,4.434,2.0,81.5,23.3,4.5,85.0,1.1
Denmark,2023,7.583,DNK,,Denmark,69379.22000847,29.9,5.094,2.0,81.5,23.3,4.5,85.0,1.1
Dominican Republic,2015,5.155,DOM,,Dominican Republic,17973.1870256815,45.2,7.605,,,,,,
Dominican Republic,2016,5.23,DOM,,Dominican Republic,18968.9752386179,45.7,7.284,,,,,,
Dominican Republic,2017,5.302,DOM,,Dominican Republic,19501.8743054078,42.2,5.832,,,,,,
Dominican Republic,2018,5.425,DOM,,Dominican Republic,20662.848586153,43.7,5.861,,,,,,
Dominican Republic,2019,5.68919992446899,DOM,,Dominican Republic,21451.286441995,41.9,6.356,,,,,,
Dominican Republic,2020,5.545,DOM,,Dominican Republic,19545.4099552943,39.6,6.126,,,,,,
Dominican Republic,2021,5.737,DOM,,Dominican Republic,22053.4589869955,38.5,7.702,,,,,,
Dominican Republic,2022,5.569,DOM,,Dominican Republic,22986.95808105,37.0,5.504,,,,,,
Dominican Republic,2023,5.823,DOM,,Dominican Republic,23282.4895071054,38.4,5.555,,,,,,
Ecuador,2015,5.976,ECU,,Ecuador,13881.5700738105,46.0,3.616,,,,,,
Ecuador,2016,6.008,ECU,,Ecuador,13586.5160772568,45.0,4.597,,,,,,
Ecuador,2017,5.973,ECU,,Ecuador,14179.1537503305,44.7,3.836,,,,,,
Ecuador,2018,6.028,ECU,,Ecuador,14083.5069982304,45.4,3.53,,,,,,
Ecuador,2019,5.92519998550415,ECU,,Ecuador,13870.4895118068,45.7,3.812,,,,,,
Ecuador,2020,5.764,ECU,,Ecuador,12440.3263747814,47.3,6.116,,,,,,
Ecuador,2021,5.533,ECU,,Ecuador,13507.4445638375,45.8,4.504,,,,,,
Ecuador,2022,5.559,ECU,,Ecuador,14186.6388544625,45.5,3.713,,,,,,
Ecuador,2023,5.725,ECU,,Ecuador,14343.0190134813,44.6,3.51,,,,,,
Egypt,2015,4.362,EGY,,"Egypt, Arab Rep.",13425.9119599775,31.8,13.052,,,,,,
Egypt,2016,4.735,EGY,,"Egypt, Arab Rep.",13727.3201600494,,12.45,,,,,,
Egypt,2017,4.419,EGY,,"Egypt, Arab Rep.",14018.360593453,31.5,11.767,,,,,,
Egypt,2018,4.166,EGY,,"Egypt, Arab Rep.",14488.2094340483,,9.855,,,,,,
Egypt,2019,4.15140008926392,EGY,,"Egypt, Arab Rep.",15026.5682438097,31.9,7.851,,,,,,
Egypt,2020,4.283,EGY,,"Egypt, Arab Rep.",15309.2359881702,,7.974,,,,,,
Egypt,2021,4.288,EGY,,"Egypt, Arab Rep.",15579.0160861551,28.5,7.441,,,,,,
Egypt,2022,4.17,EGY,,"Egypt, Arab Rep.",16360.3907750364,,6.546,,,,,,
Egypt,2023,3.977,EGY,,"Egypt, Arab Rep.",16691.387399222,,6.753,,,,,,
El Salvador,2015,6.068,SLV,,El Salvador,9646.15432339854,40.6,3.998,,,,,,
El Salvador,2016,6.003,SLV,,El Salvador,9863.76121214453,40.0,4.418,,,,,,
El Salvador,2017,6.167,SLV,,El Salvador,10064.7934942601,38.0,4.385,,,,,,
El Salvador,2018,6.253,SLV,,El Salvador,10297.203612692,38.6,4.006,,,,,,
El Salvador,2019,6.34829998016357,SLV,,El Salvador,10543.9383291317,38.8,4.17,,,,,,
El Salvador,2020,6.061,SLV,,El Salvador,9692.44931605799,,5.008,,,,,,
El Salvador,2021,6.12,SLV,,El Salvador,10809.713399518,39.0,4.327,,,,,,
El Salvador,2022,6.122,SLV,,El Salvador,11085.6178074688,38.8,2.999,,,,,,
El Salvador,2023,6.469,SLV,,El Salvador,11424.6459176917,39.8,2.992,,,,,,
Estonia,2015,5.517,EST,0.103,Estonia,36356.4410152614,32.7,6.412,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2016,5.611,EST,0.106,Estonia,37470.0427676805,31.2,6.882,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2017,5.739,EST,0.105,Estonia,39533.4645582199,30.4,5.807,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2018,5.893,EST,0.119,Estonia,40853.6487755073,30.3,5.412,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2019,6.02180004119873,EST,0.108,Estonia,42218.962853871,30.8,4.514,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2020,6.189,EST,0.11,Estonia,40920.5270623015,30.7,6.956,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2021,6.341,EST,0.129,Estonia,44251.5374983455,31.8,6.178,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2022,6.455,EST,0.14,Estonia,43128.6327713627,32.3,5.571,2.7,78.8,17.0,5.4,79.0,2.2
Estonia,2023,6.448,EST,,Estonia,41288.6165892158,30.7,6.378,2.7,78.8,17.0,5.4,79.0,2.2
Swaziland,2018,4.212,SWZ,,Eswatini,9578.10061089805,,26.471,,,,,,
Swaziland,2019,4.30810022354126,SWZ,,Eswatini,10099.5863118406,,28.222,,,,,,
Swaziland,2020,4.308,SWZ,,Eswatini,9695.82498058755,,32.978,,,,,,
Eswatini,2021,4.396,SWZ,,Eswatini,9990.43491951205,,34.153,,,,,,
Eswatini,2023,3.502,SWZ,,Eswatini,10181.5040730397,,34.61,,,,,,
Ethiopia,2015,4.508,ETH,,Ethiopia,1957.41454187301,35.0,2.442,,,,,,
Ethiopia,2016,4.46,ETH,,Ethiopia,2084.840556194,,2.556,,,,,,
Ethiopia,2017,4.35,ETH,,Ethiopia,2222.82824481382,,2.665,,,,,,
Ethiopia,2018,4.286,ETH,,Ethiopia,2311.16511659606,,2.811,,,,,,
Ethiopia,2019,4.18620014190674,ETH,,Ethiopia,2437.97046055952,,2.928,,,,,,
Ethiopia,2020,4.275,ETH,,Ethiopia,2516.54907642544,,3.998,,,,,,
Ethiopia,2021,4.241,ETH,,Ethiopia,2588.41310215884,31.1,3.935,,,,,,
Ethiopia,2022,4.091,ETH,,Ethiopia,2655.59276743729,,3.386,,,,,,
Ethiopia,2023,3.861,ETH,,Ethiopia,2757.95923634026,,3.375,,,,,,
Finland,2015,7.413,FIN,1.454,Finland,52782.4873926277,27.1,9.376,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2016,7.469,FIN,1.432,Finland,53984.6316254715,27.1,8.818,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2017,7.632,FIN,1.271,Finland,55637.2262781223,27.4,8.64,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2018,7.769,FIN,1.156,Finland,56226.337241343,27.3,7.361,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2019,7.80870008468628,FIN,1.154,Finland,56922.4873163103,27.7,6.695,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2020,7.842,FIN,1.156,Finland,55424.8574989208,27.1,7.759,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2021,7.821,FIN,1.245,Finland,56790.3766177692,27.7,7.617,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2022,7.804,FIN,,Finland,57068.3056478074,27.9,6.719,2.2,82.1,23.1,2.2,88.0,3.6
Finland,2023,7.741,FIN,,Finland,56250.8787899319,27.4,7.149,2.2,82.1,23.1,2.2,88.0,3.6
France,2015,6.478,FRA,3.575,France,50682.8953586333,32.7,10.354,2.1,82.9,20.7,3.1,74.0,7.7
France,2016,6.442,FRA,2.882,France,50984.075297832,31.9,10.057,2.1,82.9,20.7,3.1,74.0,7.7
France,2017,6.489,FRA,2.855,France,51895.5662985838,31.6,9.409,2.1,82.9,20.7,3.1,74.0,7.7
France,2018,6.592,FRA,2.838,France,52560.9536243841,32.4,9.018,2.1,82.9,20.7,3.1,74.0,7.7
France,2019,6.66379976272583,FRA,2.793,France,53448.5548849943,31.2,8.415,2.1,82.9,20.7,3.1,74.0,7.7
France,2020,6.69,FRA,2.924,France,49311.333409639,30.7,8.009,2.1,82.9,20.7,3.1,74.0,7.7
France,2021,6.687,FRA,2.848,France,52517.3354905855,31.5,7.871,2.1,82.9,20.7,3.1,74.0,7.7
France,2022,6.661,FRA,2.845,France,53673.8137406422,31.2,7.303,2.1,82.9,20.7,3.1,74.0,7.7
France,2023,6.609,FRA,,France,54296.7230897731,31.8,7.335,2.1,82.9,20.7,3.1,74.0,7.7
Gabon,2015,4.121,GAB,,Gabon,20147.7116202405,,19.943,,,,,,
Gabon,2016,4.465,GAB,,Gabon,19988.1755963792,,20.117,,,,,,
Gabon,2017,4.758,GAB,,Gabon,19555.7078829752,38.0,20.307,,,,,,
Gabon,2018,4.799,GAB,,Gabon,19225.5982575261,,20.459,,,,,,
Gabon,2019,4.82929992675781,GAB,,Gabon,19491.4067631986,,20.371,,,,,,
Gabon,2020,4.852,GAB,,Gabon,18681.4840738985,,21.279,,,,,,
Gabon,2021,4.958,GAB,,Gabon,18523.5798032193,,21.223,,,,,,
Gabon,2022,5.035,GAB,,Gabon,18662.0497970621,,20.319,,,,,,
Gabon,2023,5.106,GAB,,Gabon,18701.4227766897,,20.161,,,,,,
Gambia,2018,4.516,GMB,,"Gambia, The",2651.43281455826,,4.055,,,,,,
Gambia,2019,4.75059986114502,GMB,,"Gambia, The",2750.82132179634,,4.481,,,,,,
Gambia,2020,5.051,GMB,,"Gambia, The",2702.31919474482,38.8,5.84,,,,,,
Gambia,2021,5.164,GMB,,"Gambia, The",2777.79620978324,,6.213,,,,,,
Gambia,2022,4.279,GMB,,"Gambia, The",2863.18049829859,,6.067,,,,,,
Gambia,2023,4.485,GMB,,"Gambia, The",2963.59873325179,,6.479,,,,,,
Georgia,2015,4.252,GEO,,Georgia,14936.8434116647,36.5,16.506,,,,,,
Georgia,2016,4.286,GEO,,Georgia,15442.9564358054,36.6,16.604,,,,,,
Georgia,2017,4.34,GEO,,Georgia,16237.6242230275,37.9,13.939,,,,,,
Georgia,2018,4.519,GEO,,Georgia,17228.6790847503,36.4,12.667,,,,,,
Georgia,2019,4.67259979248047,GEO,,Georgia,18186.8816465807,35.9,11.565,,,,,,
Georgia,2020,4.891,GEO,,Georgia,17031.1440283426,34.5,11.734,,,,,,
Georgia,2021,4.973,GEO,,Georgia,18915.6534005263,34.2,11.785,,,,,,
Georgia,2022,5.109,GEO,,Georgia,20966.5280391134,33.5,11.621,,,,,,
Georgia,2023,5.185,GEO,,Georgia,22590.5293649146,34.8,11.549,,,,,,
Germany,2015,6.994,DEU,1.166,Germany,59573.7089539686,31.4,4.612,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2016,6.951,DEU,1.161,Germany,60407.9713703755,31.3,4.104,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2017,6.965,DEU,1.154,Germany,61866.4872205276,31.3,3.781,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2018,6.985,DEU,1.193,Germany,62381.3478772241,31.9,3.384,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2019,7.0757999420166,DEU,1.175,Germany,62849.3741865912,32.2,3.163,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2020,7.155,DEU,1.25,Germany,60203.289760263,32.5,3.881,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2021,7.034,DEU,1.195,Germany,62530.7653199239,33.6,3.594,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2022,6.892,DEU,,Germany,63676.087821808,33.7,3.137,1.8,81.4,20.0,1.4,76.0,3.9
Germany,2023,6.719,DEU,,Germany,63039.3719696432,,3.071,1.8,81.4,20.0,1.4,76.0,3.9
Ghana,2015,4.276,GHA,,Ghana,5607.36635657413,,6.806,,,,,,
Ghana,2016,4.12,GHA,,Ghana,5666.07795334591,43.5,5.256,,,,,,
Ghana,2017,4.657,GHA,,Ghana,5993.63085211077,,3.369,,,,,,
Ghana,2018,4.996,GHA,,Ghana,6234.51208201488,,3.204,,,,,,
Ghana,2019,5.14799976348877,GHA,,Ghana,6508.24652305901,,3.067,,,,,,
Ghana,2020,5.088,GHA,,Ghana,6412.68541762469,,3.178,,,,,,
Ghana,2021,4.872,GHA,,Ghana,6607.50297378321,,3.2,,,,,,
Ghana,2022,4.605,GHA,,Ghana,6728.45414012286,,2.87,,,,,,
Ghana,2023,4.289,GHA,,Ghana,6808.53775165029,,2.829,,,,,,
Greece,2015,5.033,GRC,0.468,Greece,31347.976574604,36.0,24.981,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2016,5.227,GRC,0.504,Greece,31468.6198471099,35.0,23.514,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2017,5.358,GRC,0.486,Greece,31995.4108838386,34.4,21.413,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2018,5.287,GRC,0.52,Greece,32722.3310444029,32.9,19.179,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2019,5.5149998664856,GRC,0.575,Greece,33502.7506488997,33.1,17.045,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2020,5.723,GRC,0.606,Greece,30487.1129331045,33.6,15.899,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2021,5.948,GRC,0.565,Greece,33531.15511226,32.9,14.656,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2022,5.931,GRC,,Greece,35831.3441781205,33.4,12.426,1.8,81.7,21.8,21.7,69.0,4.5
Greece,2023,5.934,GRC,,Greece,36700.5134631055,33.4,11.023,1.8,81.7,21.8,21.7,69.0,4.5
Guatemala,2015,6.324,GTM,,Guatemala,10785.9584615777,,2.506,,,,,,
Guatemala,2016,6.454,GTM,,Guatemala,10872.5939962916,,2.583,,,,,,
Guatemala,2017,6.382,GTM,,Guatemala,11005.4593976653,,2.462,,,,,,
Guatemala,2018,6.436,GTM,,Guatemala,11192.372055508,,2.283,,,,,,
Guatemala,2019,6.39890003204346,GTM,,Guatemala,11466.3765822795,,2.193,,,,,,
Guatemala,2020,6.435,GTM,,Guatemala,11097.15041153,,2.965,,,,,,
Guatemala,2021,6.262,GTM,,Guatemala,11825.141273764,,2.174,,,,,,
Guatemala,2022,6.15,GTM,,Guatemala,12147.9309684074,,3.051,,,,,,
Guatemala,2023,6.287,GTM,,Guatemala,12384.948508094,45.2,2.344,,,,,,
Guinea,2015,3.607,GIN,,Guinea,2869.85157178732,,5.15,,,,,,
Guinea,2016,3.507,GIN,,Guinea,3099.78874189372,,4.997,,,,,,
Guinea,2017,3.964,GIN,,Guinea,3332.76576150531,,4.86,,,,,,
Guinea,2018,4.534,GIN,,Guinea,3455.64512638662,29.6,4.835,,,,,,
Guinea,2019,4.94929981231689,GIN,,Guinea,3557.46233883145,,5.018,,,,,,
Guinea,2020,4.984,GIN,,Guinea,3630.99330577677,,6.007,,,,,,
Guinea,2021,4.891,GIN,,Guinea,3738.8051255133,,5.815,,,,,,
Guinea,2022,5.072,GIN,,Guinea,3792.01068836277,,5.174,,,,,,
Guinea,2023,5.023,GIN,,Guinea,3904.82395527998,,5.141,,,,,,
Haiti,2015,4.028,HTI,,Haiti,3433.07529240973,,13.785,,,,,,
Haiti,2016,3.603,HTI,,Haiti,3446.75276647872,,13.902,,,,,,
Haiti,2017,3.582,HTI,,Haiti,3485.4923470131,,13.932,,,,,,
Haiti,2018,3.597,HTI,,Haiti,3496.87870320748,,13.934,,,,,,
Haiti,2019,3.72079992294312,HTI,,Haiti,3392.43263210456,,14.095,,,,,,
Haiti,2020,3.615,HTI,,Haiti,3239.83543441301,,15.573,,,,,,
Honduras,2015,4.871,HND,,Honduras,5812.5348879105,49.2,6.147,,,,,,
Honduras,2016,5.181,HND,,Honduras,5926.49025534228,49.8,6.727,,,,,,
Honduras,2017,5.504,HND,,Honduras,6099.60734919414,49.4,5.528,,,,,,
Honduras,2018,5.86,HND,,Honduras,6219.27973775059,48.9,5.648,,,,,,
Honduras,2019,5.95319986343384,HND,,Honduras,6264.01884276715,48.2,5.698,,,,,,
Honduras,2020,5.919,HND,,Honduras,5603.26398377777,,10.982,,,,,,
Honduras,2021,6.022,HND,,Honduras,6202.98078812037,,8.506,,,,,,
Honduras,2022,6.023,HND,,Honduras,6352.58710177732,,8.774,,,,,,
Honduras,2023,5.968,HND,,Honduras,6467.8800352783,46.8,6.07,,,,,,
Hong Kong SAR of China,2015,5.458,HKG,,"Hong Kong SAR, China",62779.7484353718,,3.314,,,,,,
Hong Kong SAR of China,2016,5.472,HKG,,"Hong Kong SAR, China",63749.4095274634,,3.392,,,,,,
Hong Kong SAR of China,2017,5.43,HKG,,"Hong Kong SAR, China",65662.8359167546,,3.124,,,,,,
Hong Kong SAR of China,2018,5.43,HKG,,"Hong Kong SAR, China",66993.9679794398,,2.805,,,,,,
Hong Kong SAR of China,2019,5.51039981842041,HKG,,"Hong Kong SAR, China",65388.3336248234,,2.917,,,,,,
Hong Kong SAR of China,2020,5.477,HKG,,"Hong Kong SAR, China",61328.5288044938,,5.808,,,,,,
Hong Kong SAR of China,2021,5.425,HKG,,"Hong Kong SAR, China",65884.9376260603,,5.174,,,,,,
Hong Kong SAR of China,2022,5.308,HKG,,"Hong Kong SAR, China",64036.6454154727,,4.318,,,,,,
Hong Kong SAR of China,2023,5.316,HKG,,"Hong Kong SAR, China",64434.5576690871,,2.949,,,,,,
Hungary,2015,5.145,HUN,0.355,Hungary,31485.5675425634,30.4,6.813,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2016,5.324,HUN,0.368,Hungary,32378.9674983075,30.3,5.115,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2017,5.62,HUN,0.361,Hungary,33828.714942571,30.6,4.156,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2018,5.758,HUN,0.373,Hungary,35798.0412754022,,3.667,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2019,6.00040006637573,HUN,0.327,Hungary,37662.67681014,,3.411,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2020,5.992,HUN,0.332,Hungary,36119.5211735652,,4.248,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2021,6.086,HUN,0.299,Hungary,38887.1909527154,,4.021,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2022,6.041,HUN,,Hungary,40610.9711368238,,3.583,1.2,76.4,19.9,3.8,74.0,1.5
Hungary,2023,6.017,HUN,,Hungary,40333.2546888118,,4.096,1.2,76.4,19.9,3.8,74.0,1.5
Iceland,2015,7.501,ISL,,Iceland,60725.7271247657,26.8,3.979,2.1,83.2,,1.0,85.0,11.7
Iceland,2016,7.504,ISL,,Iceland,63612.5551585223,27.2,2.978,2.1,83.2,,1.0,85.0,11.7
Iceland,2017,7.495,ISL,,Iceland,64303.3782501037,26.1,2.742,2.1,83.2,,1.0,85.0,11.7
Iceland,2018,7.494,ISL,,Iceland,65521.9313424781,26.6,2.704,2.1,83.2,,1.0,85.0,11.7
Iceland,2019,7.50449991226196,ISL,,Iceland,64826.4324085557,26.8,3.507,2.1,83.2,,1.0,85.0,11.7
Iceland,2020,7.554,ISL,,Iceland,59543.813498684,,5.478,2.1,83.2,,1.0,85.0,11.7
Iceland,2021,7.557,ISL,,Iceland,61610.2132740715,,6.029,2.1,83.2,,1.0,85.0,11.7
Iceland,2022,7.53,ISL,,Iceland,65380.3173049324,,3.789,2.1,83.2,,1.0,85.0,11.7
Iceland,2023,7.525,ISL,,Iceland,68118.3960312086,,3.518,2.1,83.2,,1.0,85.0,11.7
India,2015,4.404,IND,,India,6488.14602910787,,7.629,,,,,,
India,2016,4.315,IND,,India,6940.62588857522,,7.611,,,,,,
India,2017,4.19,IND,,India,7326.60693679859,,7.626,,,,,,
India,2018,4.015,IND,,India,7714.33974724531,,7.652,,,,,,
India,2019,3.57329988479614,IND,,India,7930.0911303899,,6.51,,,,,,
India,2020,3.819,IND,,India,7399.53068079041,,7.859,,,,,,
India,2021,3.777,IND,,India,8050.01857452664,,6.38,,,,,,
