country_name_whr,year,happiness_score,country_name_wdi_key
China,2019,5.12389993667603,China
Turkmenistan,2019,5.11910009384155,Turkmenistan
Bulgaria,2019,5.10150003433228,Bulgaria
Morocco,2019,5.09479999542236,Morocco
Cameroon,2019,5.08489990234375,Cameroon
Venezuela,2019,5.05319976806641,"Venezuela, RB"
Algeria,2019,5.00509977340698,Algeria
Senegal,2019,4.98080015182495,Senegal
Guinea,2019,4.94929981231689,Guinea
Niger,2019,4.90959978103638,Niger
Lao PDR,2019,4.88859987258911,Lao PDR
Albania,2019,4.88269996643066,Albania
Cambodia,2019,4.8484001159668,Cambodia
Bangladesh,2019,4.83279991149902,Bangladesh
Gabon,2019,4.82929992675781,Gabon
South Africa,2019,4.81409978866577,South Africa
Iraq,2019,4.78480005264282,Iraq
Lebanon,2019,4.77150011062622,Lebanon
Burkina Faso,2019,4.76870012283325,Burkina Faso
Gambia,2019,4.75059986114502,"Gambia, The"
Mali,2019,4.72930002212524,Mali
Nigeria,2019,4.72410011291504,Nigeria
Armenia,2019,4.67679977416992,Armenia
Georgia,2019,4.67259979248047,Georgia
Iran,2019,4.67239999771118,"Iran, Islamic Rep."
Jordan,2019,4.63339996337891,Jordan
Mozambique,2019,4.62360000610352,Mozambique
Kenya,2019,4.58300018310547,Kenya
Namibia,2019,4.57110023498535,Namibia
Ukraine,2019,4.56069993972778,Ukraine
Liberia,2019,4.55789995193481,Liberia
State of Palestine,2019,4.55280017852783,West Bank and Gaza
Uganda,2019,4.43200016021729,Uganda
Chad,2019,4.42269992828369,Chad
Tunisia,2019,4.39219999313354,Tunisia
Mauritania,2019,4.37459993362427,Mauritania
Sri Lanka,2019,4.3270001411438,Sri Lanka
DR Congo,2019,4.31099987030029,"Congo, Dem. Rep."
Swaziland,2019,4.30810022354126,Eswatini
Myanmar,2019,4.30800008773804,Myanmar
Comoros,2019,4.28859996795654,Comoros
Togo,2019,4.18720006942749,Togo
Ethiopia,2019,4.18620014190674,Ethiopia
Madagascar,2019,4.16559982299805,Madagascar
Egypt,2019,4.15140008926392,"Egypt, Arab Rep."
Sierra Leone,2019,3.92639994621277,Sierra Leone
Burundi,2019,3.77530002593994,Burundi
Zambia,2019,3.75939989089966,Zambia
Haiti,2019,3.72079992294312,Haiti
Lesotho,2019,3.6528000831604,Lesotho
India,2019,3.57329988479614,India
Malawi,2019,3.53800010681152,Malawi
Yemen,2019,3.52740001678467,"Yemen, Rep."
Botswana,2019,3.47889995574951,Botswana
Tanzania,2019,3.47620010375977,Tanzania
Central African Republic,2019,3.47589993476868,Central African Republic
Rwanda,2019,3.31229996681213,Rwanda
Zimbabwe,2019,3.2992000579834,Zimbabwe
South Sudan,2019,2.81660008430481,South Sudan
Afghanistan,2019,2.56690001487732,Afghanistan
Finland,2018,7.769,Finland
Denmark,2018,7.6,Denmark
Norway,2018,7.554,Norway
Iceland,2018,7.494,Iceland
Netherlands,2018,7.488,Netherlands
Switzerland,2018,7.48,Switzerland
Sweden,2018,7.343,Sweden
New Zealand,2018,7.307,New Zealand
Canada,2018,7.278,Canada
Austria,2018,7.246,Austria
Australia,2018,7.228,Australia
Costa Rica,2018,7.167,Costa Rica
Israel,2018,7.139,Israel
Luxembourg,2018,7.09,Luxembourg
United Kingdom,2018,7.054,United Kingdom
Ireland,2018,7.021,Ireland
Germany,2018,6.985,Germany
Belgium,2018,6.923,Belgium
United States,2018,6.892,United States
Czechia,2018,6.852,Czechia
United Arab Emirates,2018,6.825,United Arab Emirates
Malta,2018,6.726,Malta
Mexico,2018,6.595,Mexico
France,2018,6.592,France
Taiwan Province of China,2018,6.446,Taiwan Province of China
Chile,2018,6.444,Chile
Guatemala,2018,6.436,Guatemala
Saudi Arabia,2018,6.375,Saudi Arabia
Qatar,2018,6.374,Qatar
Spain,2018,6.354,Spain
Panama,2018,6.321,Panama
Brazil,2018,6.3,Brazil
Uruguay,2018,6.293,Uruguay
Singapore,2018,6.262,Singapore
El Salvador,2018,6.253,El Salvador
Italy,2018,6.223,Italy
Bahrain,2018,6.199,Bahrain
Slovakia,2018,6.198,Slovak Republic
Trinidad and Tobago,2018,6.192,Trinidad and Tobago
Poland,2018,6.182,Poland
Uzbekistan,2018,6.174,Uzbekistan
Lithuania,2018,6.149,Lithuania
Colombia,2018,6.125,Colombia
Slovenia,2018,6.118,Slovenia
Nicaragua,2018,6.105,Nicaragua
Kosovo,2018,6.1,Kosovo
Argentina,2018,6.086,Argentina
Romania,2018,6.07,Romania
Cyprus,2018,6.046,Cyprus
Ecuador,2018,6.028,Ecuador
Kuwait,2018,6.021,Kuwait
Thailand,2018,6.008,Thailand
Latvia,2018,5.94,Latvia
Republic of Korea,2018,5.895,"Korea, Rep."
Estonia,2018,5.893,Estonia
Jamaica,2018,5.89,Jamaica
Mauritius,2018,5.888,Mauritius
Japan,2018,5.886,Japan
Honduras,2018,5.86,Honduras
Kazakhstan,2018,5.809,Kazakhstan
Bolivia,2018,5.779,Bolivia
Hungary,2018,5.758,Hungary
Paraguay,2018,5.743,Paraguay
North Cyprus,2018,5.718,North Cyprus
Peru,2018,5.697,Peru
Portugal,2018,5.693,Portugal
Pakistan,2018,5.653,Pakistan
Russian Federation,2018,5.648,Russian Federation
Philippines,2018,5.631,Philippines
Serbia,2018,5.603,Serbia
Republic of Moldova,2018,5.529,Moldova
Libya,2018,5.525,Libya
Montenegro,2018,5.523,Montenegro
Tajikistan,2018,5.467,Tajikistan
Croatia,2018,5.432,Croatia
Hong Kong SAR of China,2018,5.43,"Hong Kong SAR, China"
Dominican Republic,2018,5.425,Dominican Republic
Bosnia and Herzegovina,2018,5.386,Bosnia and Herzegovina
Türkiye,2018,5.373,Turkiye
Malaysia,2018,5.339,Malaysia
Belarus,2018,5.323,Belarus
Greece,2018,5.287,Greece
Mongolia,2018,5.285,Mongolia
North Macedonia,2018,5.274,North Macedonia
Nigeria,2018,5.265,Nigeria
Kyrgyzstan,2018,5.261,Kyrgyz Republic
Turkmenistan,2018,5.247,Turkmenistan
Algeria,2018,5.211,Algeria
Morocco,2018,5.208,Morocco
Azerbaijan,2018,5.208,Azerbaijan
Lebanon,2018,5.197,Lebanon
Indonesia,2018,5.192,Indonesia
China,2018,5.191,China
Viet Nam,2018,5.175,Viet Nam
Bhutan,2018,5.082,Bhutan
Cameroon,2018,5.044,Cameroon
Bulgaria,2018,5.011,Bulgaria
Ghana,2018,4.996,Ghana
Côte d’Ivoire,2018,4.944,Cote d'Ivoire
Nepal,2018,4.913,Nepal
Jordan,2018,4.906,Jordan
Benin,2018,4.883,Benin
Congo,2018,4.812,"Congo, Rep."
Gabon,2018,4.799,Gabon
Lao PDR,2018,4.796,Lao PDR
South Africa,2018,4.722,South Africa
Albania,2018,4.719,Albania
Venezuela,2018,4.707,"Venezuela, RB"
Cambodia,2018,4.7,Cambodia
State of Palestine,2018,4.696,West Bank and Gaza
Senegal,2018,4.681,Senegal
Somalia,2018,4.668,Somalia
Namibia,2018,4.639,Namibia
Niger,2018,4.628,Niger
Burkina Faso,2018,4.587,Burkina Faso
Armenia,2018,4.559,Armenia
Iran,2018,4.548,"Iran, Islamic Rep."
Guinea,2018,4.534,Guinea
Georgia,2018,4.519,Georgia
Gambia,2018,4.516,"Gambia, The"
Sri Lanka,2018,4.366,Sri Lanka
Kenya,2018,4.509,Kenya
Mauritania,2018,4.49,Mauritania
Mozambique,2018,4.466,Mozambique
Tunisia,2018,4.461,Tunisia
Bangladesh,2018,4.456,Bangladesh
Iraq,2018,4.437,Iraq
DR Congo,2018,4.418,"Congo, Dem. Rep."
Mali,2018,4.39,Mali
Sierra Leone,2018,4.374,Sierra Leone
Myanmar,2018,4.36,Myanmar
Chad,2018,4.35,Chad
Ukraine,2018,4.332,Ukraine
Ethiopia,2018,4.286,Ethiopia
Swaziland,2018,4.212,Eswatini
Uganda,2018,4.189,Uganda
Egypt,2018,4.166,"Egypt, Arab Rep."
Zambia,2018,4.107,Zambia
Togo,2018,4.085,Togo
India,2018,4.015,India
Liberia,2018,3.975,Liberia
Comoros,2018,3.973,Comoros
Madagascar,2018,3.933,Madagascar
Lesotho,2018,3.802,Lesotho
Burundi,2018,3.775,Burundi
Zimbabwe,2018,3.663,Zimbabwe
Haiti,2018,3.597,Haiti
Botswana,2018,3.488,Botswana
Syria,2018,3.462,Syrian Arab Republic
Malawi,2018,3.41,Malawi
Yemen,2018,3.38,"Yemen, Rep."
Rwanda,2018,3.334,Rwanda
Tanzania,2018,3.231,Tanzania
Afghanistan,2018,3.203,Afghanistan
Central African Republic,2018,3.083,Central African Republic
South Sudan,2018,2.853,South Sudan
Finland,2017,7.632,Finland
Norway,2017,7.594,Norway
Denmark,2017,7.555,Denmark
Iceland,2017,7.495,Iceland
Switzerland,2017,7.487,Switzerland
Netherlands,2017,7.441,Netherlands
Canada,2017,7.328,Canada
New Zealand,2017,7.324,New Zealand
Sweden,2017,7.314,Sweden
Australia,2017,7.272,Australia
Israel,2017,7.19,Israel
Austria,2017,7.139,Austria
Costa Rica,2017,7.072,Costa Rica
Ireland,2017,6.977,Ireland
Germany,2017,6.965,Germany
Belgium,2017,6.927,Belgium
Luxembourg,2017,6.91,Luxembourg
United States,2017,6.886,United States
United Kingdom,2017,6.814,United Kingdom
United Arab Emirates,2017,6.774,United Arab Emirates
Czechia,2017,6.711,Czechia
Malta,2017,6.627,Malta
France,2017,6.489,France
Mexico,2017,6.488,Mexico
Chile,2017,6.476,Chile
Taiwan Province of China,2017,6.441,Taiwan Province of China
Panama,2017,6.43,Panama
Brazil,2017,6.419,Brazil
Argentina,2017,6.388,Argentina
Guatemala,2017,6.382,Guatemala
Uruguay,2017,6.379,Uruguay
Qatar,2017,6.374,Qatar
Saudi Arabia,2017,6.371,Saudi Arabia
Singapore,2017,6.343,Singapore
Malaysia,2017,6.322,Malaysia
Spain,2017,6.31,Spain
Colombia,2017,6.26,Colombia
Trinidad and Tobago,2017,6.192,Trinidad and Tobago
Slovakia,2017,6.173,Slovak Republic
El Salvador,2017,6.167,El Salvador
Nicaragua,2017,6.141,Nicaragua
Poland,2017,6.123,Poland
Bahrain,2017,6.105,Bahrain
Uzbekistan,2017,6.096,Uzbekistan
Kuwait,2017,6.083,Kuwait
Thailand,2017,6.072,Thailand
Italy,2017,6.0,Italy
Ecuador,2017,5.973,Ecuador
Belize,2017,5.956,Belize
Lithuania,2017,5.952,Lithuania
Slovenia,2017,5.948,Slovenia
Romania,2017,5.945,Romania
Latvia,2017,5.933,Latvia
Japan,2017,5.915,Japan
Mauritius,2017,5.891,Mauritius
Jamaica,2017,5.89,Jamaica
Republic of Korea,2017,5.875,"Korea, Rep."
North Cyprus,2017,5.835,North Cyprus
Russian Federation,2017,5.81,Russian Federation
Kazakhstan,2017,5.79,Kazakhstan
Cyprus,2017,5.762,Cyprus
Bolivia,2017,5.752,Bolivia
Estonia,2017,5.739,Estonia
Paraguay,2017,5.681,Paraguay
Peru,2017,5.663,Peru
Kosovo,2017,5.662,Kosovo
Republic of Moldova,2017,5.64,Moldova
Turkmenistan,2017,5.636,Turkmenistan
Hungary,2017,5.62,Hungary
Libya,2017,5.566,Libya
Philippines,2017,5.524,Philippines
Honduras,2017,5.504,Honduras
Belarus,2017,5.483,Belarus
Türkiye,2017,5.483,Turkiye
Pakistan,2017,5.472,Pakistan
Hong Kong SAR of China,2017,5.43,"Hong Kong SAR, China"
Portugal,2017,5.41,Portugal
Serbia,2017,5.398,Serbia
Greece,2017,5.358,Greece
Tajikistan,2017,5.352,Tajikistan
Montenegro,2017,5.347,Montenegro
Croatia,2017,5.321,Croatia
Dominican Republic,2017,5.302,Dominican Republic
Algeria,2017,5.295,Algeria
Morocco,2017,5.254,Morocco
China,2017,5.246,China
Azerbaijan,2017,5.201,Azerbaijan
Lebanon,2017,5.199,Lebanon
North Macedonia,2017,5.185,North Macedonia
Jordan,2017,5.161,Jordan
Nigeria,2017,5.155,Nigeria
Kyrgyzstan,2017,5.131,Kyrgyz Republic
Bosnia and Herzegovina,2017,5.129,Bosnia and Herzegovina
Mongolia,2017,5.125,Mongolia
Viet Nam,2017,5.103,Viet Nam
Indonesia,2017,5.093,Indonesia
Bhutan,2017,5.082,Bhutan
Somalia,2017,4.982,Somalia
Cameroon,2017,4.975,Cameroon
Bulgaria,2017,4.933,Bulgaria
Nepal,2017,4.88,Nepal
Venezuela,2017,4.806,"Venezuela, RB"
Gabon,2017,4.758,Gabon
State of Palestine,2017,4.743,West Bank and Gaza
South Africa,2017,4.724,South Africa
Iran,2017,4.707,"Iran, Islamic Rep."
Côte d’Ivoire,2017,4.671,Cote d'Ivoire
Ghana,2017,4.657,Ghana
Senegal,2017,4.631,Senegal
Lao PDR,2017,4.623,Lao PDR
Tunisia,2017,4.592,Tunisia
Albania,2017,4.586,Albania
Sierra Leone,2017,4.571,Sierra Leone
Congo,2017,4.559,"Congo, Rep."
Bangladesh,2017,4.5,Bangladesh
Sri Lanka,2017,4.471,Sri Lanka
Iraq,2017,4.456,Iraq
Mali,2017,4.447,Mali
Namibia,2017,4.441,Namibia
Cambodia,2017,4.433,Cambodia
Burkina Faso,2017,4.424,Burkina Faso
Egypt,2017,4.419,"Egypt, Arab Rep."
Mozambique,2017,4.417,Mozambique
Kenya,2017,4.41,Kenya
Zambia,2017,4.377,Zambia
Mauritania,2017,4.356,Mauritania
Ethiopia,2017,4.35,Ethiopia
Georgia,2017,4.34,Georgia
Armenia,2017,4.321,Armenia
Myanmar,2017,4.308,Myanmar
Chad,2017,4.301,Chad
DR Congo,2017,4.245,"Congo, Dem. Rep."
India,2017,4.19,India
Niger,2017,4.166,Niger
Uganda,2017,4.161,Uganda
Benin,2017,4.141,Benin
Sudan,2017,4.139,Sudan
Ukraine,2017,4.103,Ukraine
Togo,2017,3.999,Togo
Guinea,2017,3.964,Guinea
Lesotho,2017,3.808,Lesotho
Angola,2017,3.795,Angola
Madagascar,2017,3.774,Madagascar
Zimbabwe,2017,3.692,Zimbabwe
Afghanistan,2017,3.632,Afghanistan
Botswana,2017,3.59,Botswana
Malawi,2017,3.587,Malawi
Haiti,2017,3.582,Haiti
Liberia,2017,3.495,Liberia
Syria,2017,3.462,Syrian Arab Republic
Rwanda,2017,3.408,Rwanda
Yemen,2017,3.355,"Yemen, Rep."
Tanzania,2017,3.303,Tanzania
South Sudan,2017,3.254,South Sudan
Central African Republic,2017,3.083,Central African Republic
Burundi,2017,2.905,Burundi
Norway,2016,7.537,Norway
Denmark,2016,7.522,Denmark
Iceland,2016,7.504,Iceland
Switzerland,2016,7.494,Switzerland
Finland,2016,7.469,Finland
Netherlands,2016,7.377,Netherlands
Canada,2016,7.316,Canada
New Zealand,2016,7.314,New Zealand
Australia,2016,7.284,Australia
Sweden,2016,7.284,Sweden
Israel,2016,7.213,Israel
Costa Rica,2016,7.079,Costa Rica
Austria,2016,7.006,Austria
United States,2016,6.993,United States
Ireland,2016,6.977,Ireland
Germany,2016,6.951,Germany
Belgium,2016,6.891,Belgium
Luxembourg,2016,6.863,Luxembourg
United Kingdom,2016,6.714,United Kingdom
Chile,2016,6.652,Chile
United Arab Emirates,2016,6.648,United Arab Emirates
Brazil,2016,6.635,Brazil
Czechia,2016,6.609,Czechia
Argentina,2016,6.599,Argentina
Mexico,2016,6.578,Mexico
Singapore,2016,6.572,Singapore
Malta,2016,6.527,Malta
Uruguay,2016,6.454,Uruguay
Guatemala,2016,6.454,Guatemala
Panama,2016,6.452,Panama
France,2016,6.442,France
Thailand,2016,6.424,Thailand
Taiwan Province of China,2016,6.422,Taiwan Province of China
Spain,2016,6.403,Spain
Qatar,2016,6.375,Qatar
Colombia,2016,6.357,Colombia
Saudi Arabia,2016,6.344,Saudi Arabia
Trinidad and Tobago,2016,6.168,Trinidad and Tobago
Kuwait,2016,6.105,Kuwait
Slovakia,2016,6.098,Slovak Republic
Bahrain,2016,6.087,Bahrain
Malaysia,2016,6.084,Malaysia
Nicaragua,2016,6.071,Nicaragua
Ecuador,2016,6.008,Ecuador
El Salvador,2016,6.003,El Salvador
Poland,2016,5.973,Poland
Uzbekistan,2016,5.971,Uzbekistan
Italy,2016,5.964,Italy
Russian Federation,2016,5.963,Russian Federation
Belize,2016,5.956,Belize
Japan,2016,5.92,Japan
Lithuania,2016,5.902,Lithuania
Algeria,2016,5.872,Algeria
Latvia,2016,5.85,Latvia
Republic of Korea,2016,5.838,"Korea, Rep."
Republic of Moldova,2016,5.838,Moldova
Romania,2016,5.825,Romania
Bolivia,2016,5.823,Bolivia
Turkmenistan,2016,5.822,Turkmenistan
Kazakhstan,2016,5.819,Kazakhstan
North Cyprus,2016,5.81,North Cyprus
Slovenia,2016,5.758,Slovenia
Peru,2016,5.715,Peru
Mauritius,2016,5.629,Mauritius
Cyprus,2016,5.621,Cyprus
Estonia,2016,5.611,Estonia
Belarus,2016,5.569,Belarus
Libya,2016,5.525,Libya
Türkiye,2016,5.5,Turkiye
Paraguay,2016,5.493,Paraguay
Hong Kong SAR of China,2016,5.472,"Hong Kong SAR, China"
Philippines,2016,5.43,Philippines
Serbia,2016,5.395,Serbia
Jordan,2016,5.336,Jordan
Hungary,2016,5.324,Hungary
Jamaica,2016,5.311,Jamaica
Croatia,2016,5.293,Croatia
Kosovo,2016,5.279,Kosovo
China,2016,5.273,China
Pakistan,2016,5.269,Pakistan
Indonesia,2016,5.262,Indonesia
Venezuela,2016,5.25,"Venezuela, RB"
Montenegro,2016,5.237,Montenegro
Morocco,2016,5.235,Morocco
Azerbaijan,2016,5.234,Azerbaijan
Dominican Republic,2016,5.23,Dominican Republic
Greece,2016,5.227,Greece
Lebanon,2016,5.225,Lebanon
Portugal,2016,5.195,Portugal
Bosnia and Herzegovina,2016,5.182,Bosnia and Herzegovina
Honduras,2016,5.181,Honduras
North Macedonia,2016,5.175,North Macedonia
Somalia,2016,5.151,Somalia
Viet Nam,2016,5.074,Viet Nam
Nigeria,2016,5.074,Nigeria
Tajikistan,2016,5.041,Tajikistan
Bhutan,2016,5.011,Bhutan
Kyrgyzstan,2016,5.004,Kyrgyz Republic
Nepal,2016,4.962,Nepal
Mongolia,2016,4.955,Mongolia
South Africa,2016,4.829,South Africa
Tunisia,2016,4.805,Tunisia
State of Palestine,2016,4.775,West Bank and Gaza
Egypt,2016,4.735,"Egypt, Arab Rep."
Bulgaria,2016,4.714,Bulgaria
Sierra Leone,2016,4.709,Sierra Leone
Cameroon,2016,4.695,Cameroon
Iran,2016,4.692,"Iran, Islamic Rep."
Albania,2016,4.644,Albania
Bangladesh,2016,4.608,Bangladesh
Namibia,2016,4.574,Namibia
Kenya,2016,4.553,Kenya
Mozambique,2016,4.55,Mozambique
Myanmar,2016,4.545,Myanmar
Senegal,2016,4.535,Senegal
Zambia,2016,4.514,Zambia
Iraq,2016,4.497,Iraq
Gabon,2016,4.465,Gabon
Ethiopia,2016,4.46,Ethiopia
Sri Lanka,2016,4.44,Sri Lanka
Armenia,2016,4.376,Armenia
India,2016,4.315,India
Mauritania,2016,4.292,Mauritania
Congo,2016,4.291,"Congo, Rep."
Georgia,2016,4.286,Georgia
DR Congo,2016,4.28,"Congo, Dem. Rep."
Mali,2016,4.19,Mali
Côte d’Ivoire,2016,4.18,Cote d'Ivoire
Cambodia,2016,4.168,Cambodia
Sudan,2016,4.139,Sudan
Ghana,2016,4.12,Ghana
Ukraine,2016,4.096,Ukraine
Uganda,2016,4.081,Uganda
Burkina Faso,2016,4.032,Burkina Faso
Niger,2016,4.028,Niger
Malawi,2016,3.97,Malawi
Chad,2016,3.936,Chad
Zimbabwe,2016,3.875,Zimbabwe
Lesotho,2016,3.808,Lesotho
Angola,2016,3.795,Angola
Afghanistan,2016,3.794,Afghanistan
Botswana,2016,3.766,Botswana
Benin,2016,3.657,Benin
Madagascar,2016,3.644,Madagascar
Haiti,2016,3.603,Haiti
Yemen,2016,3.593,"Yemen, Rep."
South Sudan,2016,3.591,South Sudan
Liberia,2016,3.533,Liberia
Guinea,2016,3.507,Guinea
Togo,2016,3.495,Togo
Rwanda,2016,3.471,Rwanda
Syria,2016,3.462,Syrian Arab Republic
Tanzania,2016,3.349,Tanzania
Burundi,2016,2.905,Burundi
Central African Republic,2016,2.693,Central African Republic
Denmark,2015,7.526,Denmark
Switzerland,2015,7.509,Switzerland
Iceland,2015,7.501,Iceland
Norway,2015,7.498,Norway
Finland,2015,7.413,Finland
Canada,2015,7.404,Canada
Netherlands,2015,7.339,Netherlands
New Zealand,2015,7.334,New Zealand
Australia,2015,7.313,Australia
Sweden,2015,7.291,Sweden
Israel,2015,7.267,Israel
Austria,2015,7.119,Austria
United States,2015,7.104,United States
Costa Rica,2015,7.087,Costa Rica
Puerto Rico,2015,7.039,Puerto Rico
Germany,2015,6.994,Germany
Brazil,2015,6.952,Brazil
Belgium,2015,6.929,Belgium
Ireland,2015,6.907,Ireland
Luxembourg,2015,6.871,Luxembourg
Mexico,2015,6.778,Mexico
Singapore,2015,6.739,Singapore
United Kingdom,2015,6.725,United Kingdom
Chile,2015,6.705,Chile
Panama,2015,6.701,Panama
Argentina,2015,6.65,Argentina
Czechia,2015,6.596,Czechia
United Arab Emirates,2015,6.573,United Arab Emirates
Uruguay,2015,6.545,Uruguay
Malta,2015,6.488,Malta
Colombia,2015,6.481,Colombia
France,2015,6.478,France
Thailand,2015,6.474,Thailand
Saudi Arabia,2015,6.379,Saudi Arabia
Taiwan Province of China,2015,6.379,Taiwan Province of China
Qatar,2015,6.375,Qatar
Spain,2015,6.361,Spain
Algeria,2015,6.355,Algeria
Guatemala,2015,6.324,Guatemala
Suriname,2015,6.269,Suriname
Kuwait,2015,6.239,Kuwait
Bahrain,2015,6.218,Bahrain
Trinidad and Tobago,2015,6.168,Trinidad and Tobago
Venezuela,2015,6.084,"Venezuela, RB"
Slovakia,2015,6.078,Slovak Republic
El Salvador,2015,6.068,El Salvador
Malaysia,2015,6.005,Malaysia
Nicaragua,2015,5.992,Nicaragua
Uzbekistan,2015,5.987,Uzbekistan
Italy,2015,5.977,Italy
Ecuador,2015,5.976,Ecuador
Belize,2015,5.956,Belize
Japan,2015,5.921,Japan
Kazakhstan,2015,5.919,Kazakhstan
Republic of Moldova,2015,5.897,Moldova
Russian Federation,2015,5.856,Russian Federation
Poland,2015,5.835,Poland
Republic of Korea,2015,5.835,"Korea, Rep."
Bolivia,2015,5.822,Bolivia
Lithuania,2015,5.813,Lithuania
Belarus,2015,5.802,Belarus
North Cyprus,2015,5.771,North Cyprus
Slovenia,2015,5.768,Slovenia
Peru,2015,5.743,Peru
Turkmenistan,2015,5.658,Turkmenistan
Mauritius,2015,5.648,Mauritius
Libya,2015,5.615,Libya
Latvia,2015,5.56,Latvia
Cyprus,2015,5.546,Cyprus
Paraguay,2015,5.538,Paraguay
Romania,2015,5.528,Romania
Estonia,2015,5.517,Estonia
Jamaica,2015,5.51,Jamaica
Croatia,2015,5.488,Croatia
Hong Kong SAR of China,2015,5.458,"Hong Kong SAR, China"
Somalia,2015,5.44,Somalia
Kosovo,2015,5.401,Kosovo
Türkiye,2015,5.389,Turkiye
Indonesia,2015,5.314,Indonesia
Jordan,2015,5.303,Jordan
Azerbaijan,2015,5.291,Azerbaijan
Philippines,2015,5.279,Philippines
China,2015,5.245,China
Bhutan,2015,5.196,Bhutan
Kyrgyzstan,2015,5.185,Kyrgyz Republic
Serbia,2015,5.177,Serbia
Bosnia and Herzegovina,2015,5.163,Bosnia and Herzegovina
Montenegro,2015,5.161,Montenegro
Dominican Republic,2015,5.155,Dominican Republic
Morocco,2015,5.151,Morocco
Hungary,2015,5.145,Hungary
Pakistan,2015,5.132,Pakistan
Lebanon,2015,5.129,Lebanon
Portugal,2015,5.123,Portugal
North Macedonia,2015,5.121,North Macedonia
Viet Nam,2015,5.061,Viet Nam
Somaliland Region,2015,5.057,Somaliland Region
Tunisia,2015,5.045,Tunisia
Greece,2015,5.033,Greece
Tajikistan,2015,4.996,Tajikistan
Mongolia,2015,4.907,Mongolia
Lao PDR,2015,4.876,Lao PDR
Nigeria,2015,4.875,Nigeria
Honduras,2015,4.871,Honduras
Iran,2015,4.813,"Iran, Islamic Rep."
Zambia,2015,4.795,Zambia
Nepal,2015,4.793,Nepal
State of Palestine,2015,4.754,West Bank and Gaza
Albania,2015,4.655,Albania
Bangladesh,2015,4.643,Bangladesh
Sierra Leone,2015,4.635,Sierra Leone
Iraq,2015,4.575,Iraq
Namibia,2015,4.574,Namibia
Cameroon,2015,4.513,Cameroon
Ethiopia,2015,4.508,Ethiopia
South Africa,2015,4.459,South Africa
Sri Lanka,2015,4.415,Sri Lanka
India,2015,4.404,India
Myanmar,2015,4.395,Myanmar
Egypt,2015,4.362,"Egypt, Arab Rep."
Armenia,2015,4.36,Armenia
Kenya,2015,4.356,Kenya
Ukraine,2015,4.324,Ukraine
Ghana,2015,4.276,Ghana
DR Congo,2015,4.272,"Congo, Dem. Rep."
Georgia,2015,4.252,Georgia
Congo,2015,4.236,"Congo, Rep."
Senegal,2015,4.219,Senegal
Bulgaria,2015,4.217,Bulgaria
Mauritania,2015,4.201,Mauritania
Zimbabwe,2015,4.193,Zimbabwe
Malawi,2015,4.156,Malawi
Sudan,2015,4.139,Sudan
Gabon,2015,4.121,Gabon
Mali,2015,4.073,Mali
Haiti,2015,4.028,Haiti
Botswana,2015,3.974,Botswana
Comoros,2015,3.956,Comoros
Côte d’Ivoire,2015,3.916,Cote d'Ivoire
Cambodia,2015,3.907,Cambodia
Angola,2015,3.866,Angola
Niger,2015,3.856,Niger
South Sudan,2015,3.832,South Sudan
Chad,2015,3.763,Chad
Burkina Faso,2015,3.739,Burkina Faso
Uganda,2015,3.739,Uganda
Yemen,2015,3.724,"Yemen, Rep."
Madagascar,2015,3.695,Madagascar
Tanzania,2015,3.666,Tanzania
Liberia,2015,3.622,Liberia
Guinea,2015,3.607,Guinea
Rwanda,2015,3.515,Rwanda
Benin,2015,3.484,Benin
Afghanistan,2015,3.36,Afghanistan
Togo,2015,3.303,Togo
Syria,2015,3.069,Syrian Arab Republic
Burundi,2015,2.905,Burundi
