country_iso3,year,country_name,gdp_per_capita_ppp_constant_2021_intl_dollars,gini_index,unemployment_rate_pct
CZE,2017,Czechia,45177.5,24.9,2.9
CZE,2018,Czechia,46301.1,25.0,2.2
CZE,2019,Czechia,47763.6,25.3,2.0
CZE,2020,Czechia,45119.9,26.2,2.6
CZE,2021,Czechia,47796.0,26.2,2.8
CZE,2022,Czechia,48390.7,25.9,2.2
CZE,2023,Czechia,47558.4,25.7,2.6
DEU,2015,Germany,59573.7,31.4,4.6
DEU,2016,Germany,60408.0,31.3,4.1
DEU,2017,Germany,61866.5,31.3,3.8
DEU,2018,Germany,62381.3,31.9,3.4
DEU,2019,Germany,62849.4,32.2,3.2
DEU,2020,Germany,60203.3,32.5,3.9
DEU,2021,Germany,62530.8,33.6,3.6
DEU,2022,Germany,63676.1,33.7,3.1
DEU,2023,Germany,63039.4,,3.1
DJI,2015,Djibouti,4961.9,,26.1
DJI,2016,Djibouti,5226.5,,26.0
DJI,2017,Djibouti,5422.0,41.6,26.1
DJI,2018,Djibouti,5590.5,,26.2
DJI,2019,Djibouti,5809.3,,26.3
DJI,2020,Djibouti,5791.5,,27.7
DJI,2021,Djibouti,5960.1,,27.6
DJI,2022,Djibouti,6180.7,,26.3
DJI,2023,Djibouti,6510.7,,26.1
DMA,2015,Dominica,16920.9,,
DMA,2016,Dominica,17364.1,,
DMA,2017,Dominica,16314.2,,
DMA,2018,Dominica,16877.1,,
DMA,2019,Dominica,17619.4,,
DMA,2020,Dominica,14919.5,,
DMA,2021,Dominica,15809.0,,
DMA,2022,Dominica,17550.8,,
DMA,2023,Dominica,18278.2,,
DNK,2015,Denmark,62405.7,28.2,6.3
DNK,2016,Denmark,63823.5,28.2,6.0
DNK,2017,Denmark,65352.4,28.7,5.8
DNK,2018,Denmark,66238.7,28.2,5.1
DNK,2019,Denmark,67131.5,27.7,5.0
DNK,2020,Denmark,65744.4,27.5,5.6
DNK,2021,Denmark,69715.2,28.3,5.1
DNK,2022,Denmark,69475.3,29.3,4.4
DNK,2023,Denmark,69379.2,29.9,5.1
DOM,2015,Dominican Republic,17973.2,45.2,7.6
DOM,2016,Dominican Republic,18969.0,45.7,7.3
DOM,2017,Dominican Republic,19501.9,42.2,5.8
DOM,2018,Dominican Republic,20662.8,43.7,5.9
DOM,2019,Dominican Republic,21451.3,41.9,6.4
DOM,2020,Dominican Republic,19545.4,39.6,6.1
DOM,2021,Dominican Republic,22053.5,38.5,7.7
DOM,2022,Dominican Republic,22987.0,37.0,5.5
DOM,2023,Dominican Republic,23282.5,38.4,5.6
DZA,2015,Algeria,15239.5,,11.2
DZA,2016,Algeria,15511.7,,10.2
DZA,2017,Algeria,15427.7,,12.0
DZA,2018,Algeria,15343.4,,12.1
DZA,2019,Algeria,15199.2,,12.3
DZA,2020,Algeria,14194.2,,14.1
DZA,2021,Algeria,14496.9,,13.7
DZA,2022,Algeria,14782.2,,12.4
DZA,2023,Algeria,15159.3,,11.6
EAP,2015,East Asia & Pacific (excluding high income),13493.2,,4.1
EAP,2016,East Asia & Pacific (excluding high income),14243.6,,4.0
EAP,2017,East Asia & Pacific (excluding high income),15060.0,,3.9
EAP,2018,East Asia & Pacific (excluding high income),15924.7,,3.8
EAP,2019,East Asia & Pacific (excluding high income),16753.9,,3.9
EAP,2020,East Asia & Pacific (excluding high income),16816.7,,4.4
EAP,2021,East Asia & Pacific (excluding high income),17966.2,,4.1
EAP,2022,East Asia & Pacific (excluding high income),18600.0,,4.2
EAP,2023,East Asia & Pacific (excluding high income),19522.2,,4.0
EAR,2015,Early-demographic dividend,9536.1,,6.8
EAR,2016,Early-demographic dividend,9888.5,,6.7
EAR,2017,Early-demographic dividend,10252.1,,6.7
EAR,2018,Early-demographic dividend,10561.4,,6.8
EAR,2019,Early-demographic dividend,10736.3,,6.3
EAR,2020,Early-demographic dividend,10192.0,,7.4
EAR,2021,Early-demographic dividend,10831.8,,6.7
EAR,2022,Early-demographic dividend,11378.5,,5.6
EAR,2023,Early-demographic dividend,11835.7,,5.1
EAS,2015,East Asia & Pacific,17172.6,,4.1
EAS,2016,East Asia & Pacific,17906.9,,4.0
EAS,2017,East Asia & Pacific,18741.9,,3.9
EAS,2018,East Asia & Pacific,19592.8,,3.8
EAS,2019,East Asia & Pacific,20360.2,,3.8
EAS,2020,East Asia & Pacific,20267.3,,4.3
EAS,2021,East Asia & Pacific,21508.5,,4.1
EAS,2022,East Asia & Pacific,22175.2,,4.1
EAS,2023,East Asia & Pacific,23098.9,,3.9
ECA,2015,Europe & Central Asia (excluding high income),18691.5,,9.0
ECA,2016,Europe & Central Asia (excluding high income),18992.2,,9.0
ECA,2017,Europe & Central Asia (excluding high income),19834.0,,8.9
ECA,2018,Europe & Central Asia (excluding high income),20399.8,,8.6
ECA,2019,Europe & Central Asia (excluding high income),20780.2,,9.1
ECA,2020,Europe & Central Asia (excluding high income),20540.8,,9.3
ECA,2021,Europe & Central Asia (excluding high income),22121.8,,9.0
ECA,2022,Europe & Central Asia (excluding high income),22272.1,,7.7
ECA,2023,Europe & Central Asia (excluding high income),23558.6,,7.2
ECS,2015,Europe & Central Asia,38658.9,,8.6
ECS,2016,Europe & Central Asia,39180.5,,8.1
ECS,2017,Europe & Central Asia,40232.3,,7.5
ECS,2018,Europe & Central Asia,41055.4,,6.9
ECS,2019,Europe & Central Asia,41747.7,,6.6
ECS,2020,Europe & Central Asia,39677.3,,7.1
ECS,2021,Europe & Central Asia,42315.4,,6.9
ECS,2022,Europe & Central Asia,43405.8,,5.8
ECS,2023,Europe & Central Asia,44089.5,,5.6
ECU,2015,Ecuador,13881.6,46.0,3.6
ECU,2016,Ecuador,13586.5,45.0,4.6
ECU,2017,Ecuador,14179.2,44.7,3.8
ECU,2018,Ecuador,14083.5,45.4,3.5
ECU,2019,Ecuador,13870.5,45.7,3.8
ECU,2020,Ecuador,12440.3,47.3,6.1
ECU,2021,Ecuador,13507.4,45.8,4.5
ECU,2022,Ecuador,14186.6,45.5,3.7
ECU,2023,Ecuador,14343.0,44.6,3.5
EGY,2015,"Egypt, Arab Rep.",13425.9,31.8,13.1
EGY,2016,"Egypt, Arab Rep.",13727.3,,12.4
EGY,2017,"Egypt, Arab Rep.",14018.4,31.5,11.8
EGY,2018,"Egypt, Arab Rep.",14488.2,,9.9
EGY,2019,"Egypt, Arab Rep.",15026.6,31.9,7.9
EGY,2020,"Egypt, Arab Rep.",15309.2,,8.0
EGY,2021,"Egypt, Arab Rep.",15579.0,28.5,7.4
EGY,2022,"Egypt, Arab Rep.",16360.4,,6.5
EGY,2023,"Egypt, Arab Rep.",16691.4,,6.8
EMU,2015,Euro area,50796.9,,10.9
EMU,2016,Euro area,51578.8,,10.0
EMU,2017,Euro area,52822.4,,9.1
EMU,2018,Euro area,53607.8,,8.1
EMU,2019,Euro area,54380.0,,7.5
EMU,2020,Euro area,50927.4,,7.8
EMU,2021,Euro area,54187.9,,7.7
EMU,2022,Euro area,56046.7,,6.8
EMU,2023,Euro area,56110.3,,6.6
ERI,2015,Eritrea,,,5.8
ERI,2016,Eritrea,,,5.8
ERI,2017,Eritrea,,,5.8
ERI,2018,Eritrea,,,5.8
ERI,2019,Eritrea,,,5.8
ERI,2020,Eritrea,,,6.4
ERI,2021,Eritrea,,,6.5
ERI,2022,Eritrea,,,6.0
ERI,2023,Eritrea,,,5.9
ESP,2015,Spain,43053.8,36.2,22.1
ESP,2016,Spain,44274.7,35.8,19.6
ESP,2017,Spain,45446.3,34.7,17.2
ESP,2018,Spain,46325.2,34.7,15.3
ESP,2019,Spain,46896.4,34.3,14.1
ESP,2020,Spain,41553.4,34.9,15.5
ESP,2021,Spain,44251.7,33.9,14.9
ESP,2022,Spain,46733.5,33.6,13.0
ESP,2023,Spain,47322.6,33.4,12.2
EST,2015,Estonia,36356.4,32.7,6.4
EST,2016,Estonia,37470.0,31.2,6.9
EST,2017,Estonia,39533.5,30.4,5.8
EST,2018,Estonia,40853.6,30.3,5.4
EST,2019,Estonia,42219.0,30.8,4.5
EST,2020,Estonia,40920.5,30.7,7.0
EST,2021,Estonia,44251.5,31.8,6.2
EST,2022,Estonia,43128.6,32.3,5.6
EST,2023,Estonia,41288.6,30.7,6.4
ETH,2015,Ethiopia,1957.4,35.0,2.4
ETH,2016,Ethiopia,2084.8,,2.6
ETH,2017,Ethiopia,2222.8,,2.7
ETH,2018,Ethiopia,2311.2,,2.8
ETH,2019,Ethiopia,2438.0,,2.9
ETH,2020,Ethiopia,2516.5,,4.0
ETH,2021,Ethiopia,2588.4,31.1,3.9
ETH,2022,Ethiopia,2655.6,,3.4
ETH,2023,Ethiopia,2758.0,,3.4
EUU,2015,European Union,47490.7,,10.0
EUU,2016,European Union,48336.3,,9.1
EUU,2017,European Union,49704.0,,8.1
EUU,2018,European Union,50706.4,,7.2
EUU,2019,European Union,51662.4,,6.7
EUU,2020,European Union,48770.4,,7.1
EUU,2021,European Union,51970.0,,7.0
EUU,2022,European Union,53777.5,,6.2
EUU,2023,European Union,53869.3,,6.0
FCS,2015,Fragile and conflict affected situations,6340.1,,5.5
FCS,2016,Fragile and conflict affected situations,6353.0,,5.6
FCS,2017,Fragile and conflict affected situations,6361.7,,5.8
FCS,2018,Fragile and conflict affected situations,6406.4,,5.9
FCS,2019,Fragile and conflict affected situations,6437.2,,5.9
FCS,2020,Fragile and conflict affected situations,5928.8,,6.7
FCS,2021,Fragile and conflict affected situations,5861.9,,6.8
FCS,2022,Fragile and conflict affected situations,5694.0,,5.7
FCS,2023,Fragile and conflict affected situations,5715.7,,5.3
FIN,2015,Finland,52782.5,27.1,9.4
FIN,2016,Finland,53984.6,27.1,8.8
FIN,2017,Finland,55637.2,27.4,8.6
FIN,2018,Finland,56226.3,27.3,7.4
FIN,2019,Finland,56922.5,27.7,6.7
FIN,2020,Finland,55424.9,27.1,7.8
FIN,2021,Finland,56790.4,27.7,7.6
FIN,2022,Finland,57068.3,27.9,6.7
FIN,2023,Finland,56250.9,27.4,7.1
FJI,2015,Fiji,11674.1,,4.3
FJI,2016,Fiji,11951.9,,4.3
FJI,2017,Fiji,12597.3,,4.4
FJI,2018,Fiji,13100.1,,4.5
FJI,2019,Fiji,13056.3,30.7,4.7
FJI,2020,Fiji,10812.0,,5.1
FJI,2021,Fiji,10322.4,,5.2
FJI,2022,Fiji,12118.3,,5.4
FJI,2023,Fiji,13194.8,,5.3
FRA,2015,France,50682.9,32.7,10.4
FRA,2016,France,50984.1,31.9,10.1
FRA,2017,France,51895.6,31.6,9.4
FRA,2018,France,52561.0,32.4,9.0
FRA,2019,France,53448.6,31.2,8.4
FRA,2020,France,49311.3,30.7,8.0
FRA,2021,France,52517.3,31.5,7.9
FRA,2022,France,53673.8,31.2,7.3
FRA,2023,France,54296.7,31.8,7.3
FRO,2015,Faroe Islands,64008.9,,
FRO,2016,Faroe Islands,64155.0,,
FRO,2017,Faroe Islands,65460.6,,
FRO,2018,Faroe Islands,66193.3,,
FRO,2019,Faroe Islands,68134.0,,
FRO,2020,Faroe Islands,66032.9,,
FRO,2021,Faroe Islands,68426.8,,
FRO,2022,Faroe Islands,70256.7,,
FRO,2023,Faroe Islands,71807.3,,
FSM,2015,"Micronesia, Fed. Sts.",3723.4,,
FSM,2016,"Micronesia, Fed. Sts.",3746.1,,
FSM,2017,"Micronesia, Fed. Sts.",3813.4,,
FSM,2018,"Micronesia, Fed. Sts.",3798.6,,
FSM,2019,"Micronesia, Fed. Sts.",3940.3,,
FSM,2020,"Micronesia, Fed. Sts.",3852.2,,
FSM,2021,"Micronesia, Fed. Sts.",3946.4,,
FSM,2022,"Micronesia, Fed. Sts.",3815.0,,
FSM,2023,"Micronesia, Fed. Sts.",3814.7,,
GAB,2015,Gabon,20147.7,,19.9
GAB,2016,Gabon,19988.2,,20.1
GAB,2017,Gabon,19555.7,38.0,20.3
GAB,2018,Gabon,19225.6,,20.5
GAB,2019,Gabon,19491.4,,20.4
GAB,2020,Gabon,18681.5,,21.3
GAB,2021,Gabon,18523.6,,21.2
GAB,2022,Gabon,18662.0,,20.3
GAB,2023,Gabon,18701.4,,20.2
GBR,2015,United Kingdom,49652.7,33.3,5.6
GBR,2016,United Kingdom,50346.9,33.1,4.9
GBR,2017,United Kingdom,51586.7,32.6,4.5
GBR,2018,United Kingdom,52131.7,33.7,4.1
GBR,2019,United Kingdom,52515.7,32.8,3.7
GBR,2020,United Kingdom,47159.0,32.7,4.5
GBR,2021,United Kingdom,51004.4,32.4,4.9
GBR,2022,United Kingdom,53139.2,,3.8
GBR,2023,United Kingdom,52592.7,,4.0
GEO,2015,Georgia,14936.8,36.5,16.5
GEO,2016,Georgia,15443.0,36.6,16.6
GEO,2017,Georgia,16237.6,37.9,13.9
GEO,2018,Georgia,17228.7,36.4,12.7
GEO,2019,Georgia,18186.9,35.9,11.6
GEO,2020,Georgia,17031.1,34.5,11.7
GEO,2021,Georgia,18915.7,34.2,11.8
GEO,2022,Georgia,20966.5,33.5,11.6
GEO,2023,Georgia,22590.5,34.8,11.5
GHA,2015,Ghana,5607.4,,6.8
GHA,2016,Ghana,5666.1,43.5,5.3
GHA,2017,Ghana,5993.6,,3.4
GHA,2018,Ghana,6234.5,,3.2
GHA,2019,Ghana,6508.2,,3.1
GHA,2020,Ghana,6412.7,,3.2
GHA,2021,Ghana,6607.5,,3.2
GHA,2022,Ghana,6728.5,,2.9
GHA,2023,Ghana,6808.5,,2.8
GIB,2015,Gibraltar,,,
GIB,2016,Gibraltar,,,
GIB,2017,Gibraltar,,,
GIB,2018,Gibraltar,,,
GIB,2019,Gibraltar,,,
GIB,2020,Gibraltar,,,
GIB,2021,Gibraltar,,,
GIB,2022,Gibraltar,,,
GIB,2023,Gibraltar,,,
GIN,2015,Guinea,2869.9,,5.2
GIN,2016,Guinea,3099.8,,5.0
GIN,2017,Guinea,3332.8,,4.9
GIN,2018,Guinea,3455.6,29.6,4.8
GIN,2019,Guinea,3557.5,,5.0
GIN,2020,Guinea,3631.0,,6.0
GIN,2021,Guinea,3738.8,,5.8
GIN,2022,Guinea,3792.0,,5.2
GIN,2023,Guinea,3904.8,,5.1
GMB,2015,"Gambia, The",2496.0,35.9,7.2
GMB,2016,"Gambia, The",2478.5,,6.2
GMB,2017,"Gambia, The",2533.2,,5.1
GMB,2018,"Gambia, The",2651.4,,4.1
GMB,2019,"Gambia, The",2750.8,,4.5
GMB,2020,"Gambia, The",2702.3,38.8,5.8
GMB,2021,"Gambia, The",2777.8,,6.2
GMB,2022,"Gambia, The",2863.2,,6.1
GMB,2023,"Gambia, The",2963.6,,6.5
GNB,2015,Guinea-Bissau,2230.4,,3.2
GNB,2016,Guinea-Bissau,2293.2,,3.1
GNB,2017,Guinea-Bissau,2342.4,,3.1
GNB,2018,Guinea-Bissau,2373.5,34.8,3.1
GNB,2019,Guinea-Bissau,2442.1,,2.4
GNB,2020,Guinea-Bissau,2455.9,,2.9
GNB,2021,Guinea-Bissau,2522.8,33.4,3.0
GNB,2022,Guinea-Bissau,2603.2,,2.7
GNB,2023,Guinea-Bissau,2693.8,,2.6
GNQ,2015,Equatorial Guinea,27797.8,,7.8
GNQ,2016,Equatorial Guinea,24435.1,,7.8
GNQ,2017,Equatorial Guinea,22250.4,,7.8
GNQ,2018,Equatorial Guinea,20165.5,,7.8
GNQ,2019,Equatorial Guinea,18446.6,,7.9
GNQ,2020,Equatorial Guinea,17089.2,,8.6
GNQ,2021,Equatorial Guinea,16821.4,,8.8
GNQ,2022,Equatorial Guinea,16932.8,38.5,8.3
GNQ,2023,Equatorial Guinea,15688.2,,8.2
GRC,2015,Greece,31348.0,36.0,25.0
GRC,2016,Greece,31468.6,35.0,23.5
GRC,2017,Greece,31995.4,34.4,21.4
GRC,2018,Greece,32722.3,32.9,19.2
GRC,2019,Greece,33502.8,33.1,17.0
GRC,2020,Greece,30487.1,33.6,15.9
GRC,2021,Greece,33531.2,32.9,14.7
GRC,2022,Greece,35831.3,33.4,12.4
GRC,2023,Greece,36700.5,33.4,11.0
GRD,2015,Grenada,15136.7,,
GRD,2016,Grenada,15640.8,,
GRD,2017,Grenada,16291.5,,
GRD,2018,Grenada,16964.9,43.8,
GRD,2019,Grenada,17036.9,,
GRD,2020,Grenada,14647.7,,
GRD,2021,Grenada,15290.3,,
GRD,2022,Grenada,16376.4,,
GRD,2023,Grenada,17093.2,,
GRL,2015,Greenland,63364.1,,
GRL,2016,Greenland,66245.7,,
GRL,2017,Greenland,66297.2,,
GRL,2018,Greenland,66887.7,,
GRL,2019,Greenland,68534.9,,
GRL,2020,Greenland,68533.7,,
GRL,2021,Greenland,69302.0,,
GRL,2022,Greenland,70681.2,,
GRL,2023,Greenland,71037.5,,
GTM,2015,Guatemala,10786.0,,2.5
GTM,2016,Guatemala,10872.6,,2.6
GTM,2017,Guatemala,11005.5,,2.5
GTM,2018,Guatemala,11192.4,,2.3
GTM,2019,Guatemala,11466.4,,2.2
GTM,2020,Guatemala,11097.2,,3.0
GTM,2021,Guatemala,11825.1,,2.2
GTM,2022,Guatemala,12147.9,,3.1
GTM,2023,Guatemala,12384.9,45.2,2.3
GUM,2015,Guam,,,6.9
GUM,2016,Guam,,,5.4
GUM,2017,Guam,,,5.4
GUM,2018,Guam,,,5.4
GUM,2019,Guam,,,5.4
GUM,2020,Guam,,,6.2
GUM,2021,Guam,,,6.0
GUM,2022,Guam,,,5.4
GUM,2023,Guam,,,5.3
GUY,2015,Guyana,12040.1,,13.0
GUY,2016,Guyana,12420.5,,13.3
GUY,2017,Guyana,12801.6,,13.5
GUY,2018,Guyana,12980.4,,13.6
GUY,2019,Guyana,13402.4,,13.2
GUY,2020,Guyana,19234.1,,15.3
GUY,2021,Guyana,22865.9,,14.6
GUY,2022,Guyana,37068.2,,11.9
GUY,2023,Guyana,49312.4,,11.9
HKG,2015,"Hong Kong SAR, China",62779.7,,3.3
HKG,2016,"Hong Kong SAR, China",63749.4,,3.4
HKG,2017,"Hong Kong SAR, China",65662.8,,3.1
HKG,2018,"Hong Kong SAR, China",66994.0,,2.8
HKG,2019,"Hong Kong SAR, China",65388.3,,2.9
HKG,2020,"Hong Kong SAR, China",61328.5,,5.8
HKG,2021,"Hong Kong SAR, China",65884.9,,5.2
HKG,2022,"Hong Kong SAR, China",64036.6,,4.3
HKG,2023,"Hong Kong SAR, China",64434.6,,2.9
HND,2015,Honduras,5812.5,49.2,6.1
HND,2016,Honduras,5926.5,49.8,6.7
HND,2017,Honduras,6099.6,49.4,5.5
HND,2018,Honduras,6219.3,48.9,5.6
HND,2019,Honduras,6264.0,48.2,5.7
HND,2020,Honduras,5603.3,,11.0
HND,2021,Honduras,6203.0,,8.5
HND,2022,Honduras,6352.6,,8.8
HND,2023,Honduras,6467.9,46.8,6.1
HPC,2015,Heavily indebted poor countries (HIPC),2910.7,,4.4
HPC,2016,Heavily indebted poor countries (HIPC),2953.7,,4.4
HPC,2017,Heavily indebted poor countries (HIPC),3012.7,,4.4
HPC,2018,Heavily indebted poor countries (HIPC),3049.7,,4.3
HPC,2019,Heavily indebted poor countries (HIPC),3090.5,,4.3
HPC,2020,Heavily indebted poor countries (HIPC),3000.4,,5.0
HPC,2021,Heavily indebted poor countries (HIPC),3035.1,,4.9
HPC,2022,Heavily indebted poor countries (HIPC),3090.3,,4.4
HPC,2023,Heavily indebted poor countries (HIPC),3108.3,,4.2
HRV,2015,Croatia,29466.7,31.1,16.2
HRV,2016,Croatia,30821.2,30.9,13.0
HRV,2017,Croatia,32348.9,30.4,11.1
HRV,2018,Croatia,33729.9,29.7,8.3
HRV,2019,Croatia,35122.9,28.9,6.6
HRV,2020,Croatia,32493.3,29.5,7.4
HRV,2021,Croatia,36930.3,28.9,7.5
HRV,2022,Croatia,39864.0,30.0,6.8
HRV,2023,Croatia,41320.2,30.1,6.1
HTI,2015,Haiti,3433.1,,13.8
HTI,2016,Haiti,3446.8,,13.9
HTI,2017,Haiti,3485.5,,13.9
HTI,2018,Haiti,3496.9,,13.9
HTI,2019,Haiti,3392.4,,14.1
HTI,2020,Haiti,3239.8,,15.6
HTI,2021,Haiti,3145.0,,15.3
HTI,2022,Haiti,3057.4,,14.5
HTI,2023,Haiti,2965.9,,14.5
HUN,2015,Hungary,31485.6,30.4,6.8
HUN,2016,Hungary,32379.0,30.3,5.1
HUN,2017,Hungary,33828.7,30.6,4.2
HUN,2018,Hungary,35798.0,,3.7
HUN,2019,Hungary,37662.7,,3.4
HUN,2020,Hungary,36119.5,,4.2
HUN,2021,Hungary,38887.2,,4.0
HUN,2022,Hungary,40611.0,,3.6
HUN,2023,Hungary,40333.3,,4.1
IBD,2015,IBRD only,13721.7,,6.3
IBD,2016,IBRD only,14202.2,,6.4
IBD,2017,IBRD only,14778.5,,6.4
IBD,2018,IBRD only,15352.3,,6.3
IBD,2019,IBRD only,15818.7,,6.1
IBD,2020,IBRD only,15412.3,,7.0
IBD,2021,IBRD only,16457.4,,6.3
IBD,2022,IBRD only,17005.4,,5.6
IBD,2023,IBRD only,17766.3,,5.1
IBT,2015,IDA & IBRD total,11381.8,,5.9
IBT,2016,IDA & IBRD total,11734.4,,6.0
IBT,2017,IDA & IBRD total,12162.8,,6.0
IBT,2018,IDA & IBRD total,12588.9,,5.9
IBT,2019,IDA & IBRD total,12925.6,,5.8
IBT,2020,IDA & IBRD total,12544.7,,6.6
IBT,2021,IDA & IBRD total,13292.4,,6.1
IBT,2022,IDA & IBRD total,13682.6,,5.4
IBT,2023,IDA & IBRD total,14206.2,,5.0
IDA,2015,IDA total,4576.2,,4.4
IDA,2016,IDA total,4639.2,,4.3
IDA,2017,IDA total,4732.6,,4.5
IDA,2018,IDA total,4841.6,,4.6
IDA,2019,IDA total,4928.2,,4.8
IDA,2020,IDA total,4737.4,,5.5
IDA,2021,IDA total,4811.7,,5.6
IDA,2022,IDA total,4924.8,,4.8
IDA,2023,IDA total,4971.8,,4.4
IDB,2015,IDA blend,6355.2,,4.0
IDB,2016,IDA blend,6361.8,,3.7
IDB,2017,IDA blend,6404.4,,4.3
IDB,2018,IDA blend,6518.9,,4.8
IDB,2019,IDA blend,6575.1,,5.1
IDB,2020,IDA blend,6225.7,,5.8
IDB,2021,IDA blend,6358.4,,5.8
IDB,2022,IDA blend,6528.8,,4.7
IDB,2023,IDA blend,6578.8,,4.4
IDN,2015,Indonesia,10893.7,38.2,4.5
IDN,2016,Indonesia,11319.7,36.9,4.3
IDN,2017,Indonesia,11772.6,36.4,3.8
IDN,2018,Indonesia,12262.2,36.3,4.4
IDN,2019,Indonesia,12757.8,35.4,3.6
IDN,2020,Indonesia,12388.5,35.3,4.3
IDN,2021,Indonesia,12757.1,35.5,3.8
IDN,2022,Indonesia,13334.3,35.5,3.5
IDN,2023,Indonesia,13890.0,36.1,3.3
IDX,2015,IDA only,3608.6,,4.7
IDX,2016,IDA only,3707.2,,4.7
IDX,2017,IDA only,3833.4,,4.6
IDX,2018,IDA only,3943.1,,4.6
